ENSG	Symbol	Mapping	DrugBank
ENSG00000245975	RP11-30K9.6	Positional;PsychENCODE_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Brain_Substantia_nigra	NA
ENSG00000259173	RP11-30K9.7	Positional	NA
ENSG00000259393	RP11-313H3.1	Positional	NA
ENSG00000263823	RP11-326K13.4	eQTLGen_trans_eQTLs	NA
ENSG00000261879	RP11-333E1.1	PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis	NA
ENSG00000237605	RP11-343H5.6	PsychENCODE_eQTLs	NA
ENSG00000258595	RP11-371E8.2	PsychENCODE_eQTLs	NA
ENSG00000270761	RP11-385F7.1	Positional;eQTLcatalogue/BLUEPRINT_ge_T-cell:PsychENCODE_eQTLs:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Spleen	NA
ENSG00000227053	RP11-395B7.4	GTEx/v8/Spleen	NA
ENSG00000225807	RP11-44M6.1	Positional	NA
ENSG00000184414	RP11-44M6.3	Positional	NA
ENSG00000217801	RP11-465B22.3	Positional	NA
ENSG00000262495	RP11-46I8.1	Positional	NA
ENSG00000262693	RP11-46I8.3	Positional	NA
ENSG00000242798	RP11-506M12.1	Positional	NA
ENSG00000259250	RP11-50C13.1	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood	NA
ENSG00000125695	RP11-51F16.8	BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000260634	RP11-521O16.1	Positional;PsychENCODE_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Brain_Hypothalamus	NA
ENSG00000260163	RP11-521O16.2	Positional;PsychENCODE_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:GTEx/v8/Brain_Spinal_cord_cervical_c-1	NA
ENSG00000242590	RP11-54O7.14	Positional	NA
ENSG00000226594	RP11-550C4.6	Positional	NA
ENSG00000271680	RP11-564A8.8	GTEx/v8/Cells_EBV-transformed_lymphocytes	NA
ENSG00000226289	RP11-57I17.3	Positional	NA
ENSG00000259049	RP11-589M4.1	Positional	NA
ENSG00000258802	RP11-589M4.2	Positional	NA
ENSG00000258698	RP11-589M4.3	Positional	NA
ENSG00000271075	RP11-589M4.4	Positional	NA
ENSG00000255050	RP11-661A12.9	eQTLGen_cis_eQTLs	NA
ENSG00000256862	RP11-664D1.1	eQTLGen_trans_eQTLs	NA
ENSG00000254810	RP11-672A2.4	eQTLGen_trans_eQTLs	NA
ENSG00000237074	RP11-6J21.2	Positional	NA
ENSG00000255331	RP11-736I10.2	Positional	NA
ENSG00000255197	RP11-750H9.5	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum	NA
ENSG00000270072	RP11-750H9.7	Positional	NA
ENSG00000241357	RP11-758P17.2	Positional;BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000240211	RP11-758P17.3	Positional	NA
ENSG00000236911	RP11-78B10.2	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000216813	RP11-812I20.2	Positional	NA
ENSG00000262039	RP11-81K2.1	Positional;eQTLGen_cis_eQTLs	NA
ENSG00000255005	RP11-90K17.2	Positional	NA
ENSG00000237640	RP4-604G5.1	GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	NA
ENSG00000262429	RP5-1050D4.3	BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000224796	RPL32P1	eQTLGen_cis_eQTLs:GTEx/v8/Cells_EBV-transformed_lymphocytes	NA
ENSG00000109475	RPL34	eQTLGen_trans_eQTLs	NA
ENSG00000228601	RPL39P	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000267634	RPL7L1P5	Positional;PsychENCODE_eQTLs:GTEx/v8/Brain_Cerebellum	NA
ENSG00000214142	RPL7P60	Positional	NA
ENSG00000242675	RPS16P9	Positional;PsychENCODE_eQTLs	NA
ENSG00000231500	RPS18	CMC_NoSVA_cis	DB11638
ENSG00000185088	RPS27L	Positional;PsychENCODE_eQTLs	NA
ENSG00000117676	RPS6KA1	eQTLGen_trans_eQTLs	DB04751:DB12010
ENSG00000124541	RRP36	eQTLGen_trans_eQTLs	NA
ENSG00000104941	RSPH6A	eQTLcatalogue/Kasela_2017_T-cell_CD8	NA
ENSG00000022277	RTFDC1	Positional;eQTLcatalogue/Fairfax_2014_naive:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis	NA
ENSG00000139970	RTN1	eQTLGen_trans_eQTLs	NA
ENSG00000125744	RTN2	Positional;PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:CMC_SVA_cis	NA
ENSG00000108309	RUNDC3A	BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000160307	S100B	eQTLGen_trans_eQTLs	DB00768:DB01373:DB04464:DB05343:DB06941:DB07004:DB11093:DB11348:DB14481
ENSG00000160633	SAFB	eQTLGen_trans_eQTLs	NA
ENSG00000205307	SAP25	Positional	NA
ENSG00000235663	SAPCD1-AS1	GTEx/v8/Spleen	NA
ENSG00000168077	SCARA3	PsychENCODE_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis	NA
ENSG00000161929	SCIMP	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Whole_Blood	NA
ENSG00000180900	SCRIB	eQTLGen_cis_eQTLs	NA
ENSG00000167985	SDHAF2	eQTLGen_trans_eQTLs	NA
ENSG00000157020	SEC13	eQTLGen_trans_eQTLs	NA
ENSG00000232871	SEC1P	Positional;PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Spleen	NA
ENSG00000091490	SEL1L3	eQTLGen_trans_eQTLs	NA
ENSG00000143416	SELENBP1	eQTLGen_trans_eQTLs	NA
ENSG00000174175	SELP	eQTLGen_trans_eQTLs	DB01109:DB03721:DB06779:DB08813
ENSG00000187764	SEMA4D	eQTLGen_trans_eQTLs	NA
ENSG00000108387	SEPT4	eQTLGen_cis_eQTLs	NA
ENSG00000124570	SERPINB6	eQTLGen_trans_eQTLs	DB00055
ENSG00000240489	SETP14	eQTLGen_trans_eQTLs	NA
ENSG00000255222	SETP17	GTEx/v8/Brain_Cerebellum	NA
ENSG00000120057	SFRP5	eQTLGen_trans_eQTLs	NA
ENSG00000133661	SFTPD	eQTLGen_trans_eQTLs	DB02379
ENSG00000182319	SGK223	eQTLGen_trans_eQTLs	NA
ENSG00000142669	SH3BGRL3	eQTLGen_trans_eQTLs	NA
ENSG00000179526	SHARPIN	Positional;eQTLGen_cis_eQTLs	NA
ENSG00000269253	SIGLEC21P	Positional	NA
ENSG00000268849	SIGLEC22P	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood:GTEx/v8/Spleen	NA
ENSG00000168995	SIGLEC7	eQTLGen_cis_eQTLs	DB03740
ENSG00000137078	SIT1	eQTLGen_trans_eQTLs	NA
ENSG00000177045	SIX5	Positional	NA
ENSG00000182628	SKA2	PsychENCODE_eQTLs	NA
ENSG00000204351	SKIV2L	eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Frontal_Cortex_BA9	NA
ENSG00000117090	SLAMF1	eQTLGen_trans_eQTLs	NA
ENSG00000146828	SLC12A9	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000112394	SLC16A10	eQTLGen_trans_eQTLs	NA
ENSG00000165449	SLC16A9	GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum	NA
ENSG00000092096	SLC22A17	eQTLGen_trans_eQTLs	NA
ENSG00000140090	SLC24A4	Positional;eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/CEDAR_monocyte_CD14:eQTLcatalogue/CEDAR_neutrophil_CD15:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Naranbhai_2015_neutrophil_CD16:eQTLcatalogue/Nedelec_2016_ge_macrophage_naive:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLcatalogue/TwinsUK_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood:GTEx/v8/Spleen	NA
ENSG00000108528	SLC25A11	eQTLGen_cis_eQTLs	NA
ENSG00000254479	SLC25A1P1	Positional;BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood	NA
ENSG00000013306	SLC25A39	eQTLcatalogue/BrainSeq_ge_brain:PsychENCODE_eQTLs:GTEx/v8/Brain_Cerebellum	NA
ENSG00000123643	SLC36A1	eQTLGen_cis_eQTLs	DB00145:DB00160
ENSG00000165915	SLC39A13	Positional;eQTLcatalogue/Quach_2016_ge_monocyte_naive:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Frontal_Cortex_BA9	NA
ENSG00000132517	SLC52A1	Positional	NA
ENSG00000137776	SLTM	Positional;eQTLcatalogue/BrainSeq_ge_brain	NA
ENSG00000166949	SMAD3	eQTLGen_trans_eQTLs	NA
ENSG00000108604	SMARCD2	eQTLcatalogue/Lepik_2017_ge_blood:eQTLGen_cis_eQTLs	NA
ENSG00000105771	SMG9	Positional	NA
ENSG00000088826	SMOX	eQTLGen_trans_eQTLs	DB00127
ENSG00000253027	SNORA70	Positional	NA
ENSG00000125743	SNRPD2	eQTLcatalogue/CEDAR_T-cell_CD4	DB11638
ENSG00000120833	SOCS2	eQTLGen_trans_eQTLs	NA
ENSG00000137642	SORL1	Positional	NA
ENSG00000005513	SOX8	eQTLGen_trans_eQTLs	NA
ENSG00000177202	SPACA4	BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000091640	SPAG7	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood	NA
ENSG00000113140	SPARC	eQTLGen_trans_eQTLs	DB11093:DB11348:DB14481
ENSG00000186583	SPATC1	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000214300	SPDYE3	eQTLcatalogue/Quach_2016_ge_monocyte_naive	NA
ENSG00000104133	SPG11	eQTLGen_trans_eQTLs	NA
ENSG00000063176	SPHK2	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000066336	SPI1	Positional;eQTLcatalogue/CEDAR_B-cell_CD19:eQTLcatalogue/CEDAR_monocyte_CD14:eQTLcatalogue/CEDAR_neutrophil_CD15:eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/Naranbhai_2015_neutrophil_CD16:eQTLGen_cis_eQTLs	NA
ENSG00000183018	SPNS2	PsychENCODE_eQTLs	NA
ENSG00000161011	SQSTM1	eQTLGen_trans_eQTLs	NA
ENSG00000198911	SREBF2	eQTLGen_trans_eQTLs	NA
ENSG00000149136	SSRP1	eQTLGen_trans_eQTLs	NA
ENSG00000066923	STAG3	Positional;eQTLcatalogue/Alasoo_2018_ge_macrophage_naive:eQTLcatalogue/BrainSeq_ge_brain:eQTLcatalogue/CEDAR_B-cell_CD19:eQTLcatalogue/CEDAR_T-cell_CD4:eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLcatalogue/Nedelec_2016_ge_macrophage_naive:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Brain_Substantia_nigra	NA
ENSG00000242294	STAG3L5P	Positional;PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Spleen	NA
ENSG00000272752	STAG3L5P-PVRIG2P-PILRB	Positional;eQTLcatalogue/Lepik_2017_ge_blood:PsychENCODE_eQTLs:BRAINEAC/CRBL:BRAINEAC/HIPP:BRAINEAC/SNIG	NA
ENSG00000035720	STAP1	eQTLGen_trans_eQTLs	NA
ENSG00000204344	STK19	eQTLGen_cis_eQTLs	NA
ENSG00000250535	STK19P	eQTLGen_cis_eQTLs:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Spleen	NA
ENSG00000015592	STMN4	PsychENCODE_eQTLs:CMC_SVA_cis:BRAINEAC/WHMT:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Substantia_nigra	DB01206:DB07574
ENSG00000266173	STRADA	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000166900	STX3	eQTLGen_cis_eQTLs	NA
ENSG00000198252	STYX	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Substantia_nigra	NA
ENSG00000088002	SULT2B1	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	DB01708:DB01812:DB02789:DB03309
ENSG00000213246	SUPT4H1	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000137501	SYTL2	eQTLGen_cis_eQTLs:GTEx/v8/Brain_Cerebellum	NA
ENSG00000106290	TAF6	Positional;eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/Lepik_2017_ge_blood:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood	NA
ENSG00000170921	TANC2	eQTLGen_cis_eQTLs	NA
ENSG00000168394	TAP1	BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000250264	TAP2	BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000204267	TAP2	eQTLcatalogue/CEDAR_B-cell_CD19:eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/Lepik_2017_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Whole_Blood:GTEx/v8/Spleen	NA
ENSG00000231925	TAPBP	eQTLcatalogue/TwinsUK_ge_blood:eQTLGen_cis_eQTLs:CMC_SVA_cis:BRAINEAC/FCTX:BRAINEAC/aveALL	NA
ENSG00000204261	TAPSAR1	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000221855	TAS2R41	eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil	NA
ENSG00000185899	TAS2R60	eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/TwinsUK_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood	NA
ENSG00000234066	TAS2R62P	Positional;BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000136111	TBC1D4	eQTLGen_trans_eQTLs	NA
ENSG00000196628	TCF4	eQTLGen_trans_eQTLs	NA
ENSG00000100721	TCL1A	eQTLGen_trans_eQTLs	NA
ENSG00000134827	TCN1	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	DB00200
ENSG00000131126	TEX101	eQTLcatalogue/Lepik_2017_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000121101	TEX14	eQTLGen_cis_eQTLs	NA
ENSG00000106327	TFR2	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000005108	THSD7A	PsychENCODE_eQTLs	NA
ENSG00000145850	TIMD4	eQTLcatalogue/Naranbhai_2015_neutrophil_CD16:PsychENCODE_eQTLs:GTEx/v8/Brain_Frontal_Cortex_BA9	NA
ENSG00000092330	TINF2	eQTLGen_trans_eQTLs	NA
ENSG00000106460	TMEM106B	Positional;eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/CEDAR_monocyte_CD14:eQTLcatalogue/CEDAR_neutrophil_CD15:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/Naranbhai_2015_neutrophil_CD16:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex	NA
ENSG00000214597	TMEM249	eQTLGen_cis_eQTLs	NA
ENSG00000182087	TMEM259	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex	NA
ENSG00000232810	TNF	eQTLGen_cis_eQTLs	DB00005:DB00051:DB00065:DB00608:DB00668:DB00852:DB01041:DB01296:DB01407:DB01411:DB01427:DB02325:DB04956:DB05017:DB05207:DB05218:DB05303:DB05412:DB05470:DB05513:DB05676:DB05744:DB05758:DB05767:DB05869:DB05879:DB05968:DB05992:DB06444:DB06495:DB06674:DB08904:DB08910:DB09221:DB10770:DB10772:DB11967:DB12140:DB13751
ENSG00000048462	TNFRSF17	eQTLGen_trans_eQTLs	NA
ENSG00000186827	TNFRSF4	eQTLGen_trans_eQTLs	NA
ENSG00000145901	TNIP1	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000248290	TNXA	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Spleen	NA
ENSG00000168477	TNXB	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:GTEx/v8/Whole_Blood	NA
ENSG00000100216	TOMM22	eQTLGen_trans_eQTLs	NA
ENSG00000130204	TOMM40	Positional;PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:xQTLServer_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis	NA
ENSG00000078804	TP53INP2	eQTLGen_trans_eQTLs	NA
ENSG00000076554	TPD52	eQTLGen_trans_eQTLs	NA
ENSG00000140416	TPM1	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	DB11638:DB12695
ENSG00000186854	TRABD2A	eQTLGen_trans_eQTLs	NA
ENSG00000211857	TRAJ32	eQTLGen_trans_eQTLs	NA
ENSG00000007255	TRAPPC6A	Positional;eQTLcatalogue/CEDAR_T-cell_CD4:eQTLcatalogue/CEDAR_T-cell_CD8:eQTLcatalogue/Lepik_2017_ge_blood:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Cortex	DB08342
ENSG00000163519	TRAT1	eQTLGen_trans_eQTLs	NA
ENSG00000211784	TRAV10	eQTLGen_trans_eQTLs	NA
ENSG00000211785	TRAV12-1	eQTLGen_trans_eQTLs	NA
ENSG00000211789	TRAV12-2	eQTLGen_trans_eQTLs	NA
ENSG00000211794	TRAV12-3	eQTLGen_trans_eQTLs	NA
ENSG00000211796	TRAV16	eQTLGen_trans_eQTLs	NA
ENSG00000211797	TRAV17	eQTLGen_trans_eQTLs	NA
ENSG00000211776	TRAV2	eQTLGen_trans_eQTLs	NA
ENSG00000211800	TRAV20	eQTLGen_trans_eQTLs	NA
ENSG00000211801	TRAV21	eQTLGen_trans_eQTLs	NA
ENSG00000211802	TRAV22	eQTLGen_trans_eQTLs	NA
ENSG00000211803	TRAV23DV6	eQTLGen_trans_eQTLs	NA
ENSG00000211806	TRAV25	eQTLGen_trans_eQTLs	NA
ENSG00000211807	TRAV26-1	eQTLGen_trans_eQTLs	NA
ENSG00000211812	TRAV26-2	eQTLGen_trans_eQTLs	NA
ENSG00000211810	TRAV29DV5	eQTLGen_trans_eQTLs	NA
ENSG00000211777	TRAV3	eQTLGen_trans_eQTLs	NA
ENSG00000211814	TRAV35	eQTLGen_trans_eQTLs	NA
ENSG00000211815	TRAV36DV7	eQTLGen_trans_eQTLs	NA
ENSG00000211816	TRAV38-1	eQTLGen_trans_eQTLs	NA
ENSG00000211817	TRAV38-2DV8	eQTLGen_trans_eQTLs	NA
ENSG00000211820	TRAV41	eQTLGen_trans_eQTLs	NA
ENSG00000211779	TRAV5	eQTLGen_trans_eQTLs	NA
ENSG00000211782	TRAV8-1	eQTLGen_trans_eQTLs	NA
ENSG00000211787	TRAV8-3	eQTLGen_trans_eQTLs	NA
ENSG00000211790	TRAV8-4	eQTLGen_trans_eQTLs	NA
ENSG00000211793	TRAV9-2	eQTLGen_trans_eQTLs	NA
ENSG00000211717	TRBV10-1	eQTLGen_trans_eQTLs	NA
ENSG00000211720	TRBV11-1	eQTLGen_trans_eQTLs	NA
ENSG00000211746	TRBV19	eQTLGen_trans_eQTLs	NA
ENSG00000226660	TRBV2	eQTLGen_trans_eQTLs	NA
ENSG00000211747	TRBV20-1	eQTLGen_trans_eQTLs	NA
ENSG00000211750	TRBV24-1	eQTLGen_trans_eQTLs	NA
ENSG00000211751	TRBV25-1	eQTLGen_trans_eQTLs	NA
ENSG00000211753	TRBV28	eQTLGen_trans_eQTLs	NA
ENSG00000232869	TRBV29-1	eQTLGen_trans_eQTLs	NA
ENSG00000237254	TRBV30	eQTLGen_trans_eQTLs	NA
ENSG00000211710	TRBV4-1	eQTLGen_trans_eQTLs	NA
ENSG00000211745	TRBV4-2	eQTLGen_trans_eQTLs	NA
ENSG00000211734	TRBV5-1	eQTLGen_trans_eQTLs	NA
ENSG00000230099	TRBV5-4	eQTLGen_trans_eQTLs	NA
ENSG00000211728	TRBV5-6	eQTLGen_trans_eQTLs	NA
ENSG00000211706	TRBV6-1	eQTLGen_trans_eQTLs	NA
ENSG00000211721	TRBV6-5	eQTLGen_trans_eQTLs	NA
ENSG00000211724	TRBV6-6	eQTLGen_trans_eQTLs	NA
ENSG00000211714	TRBV7-3	eQTLGen_trans_eQTLs	NA
ENSG00000229200	TRBV7-8	eQTLGen_trans_eQTLs	NA
ENSG00000211716	TRBV9	eQTLGen_trans_eQTLs	NA
ENSG00000211821	TRDV2	eQTLGen_trans_eQTLs	NA
ENSG00000124731	TREM1	Positional;eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLGen_cis_eQTLs:BloodeQTL:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood	DB01694
ENSG00000095970	TREM2	Positional;eQTLcatalogue/Quach_2016_ge_monocyte_naive:PsychENCODE_eQTLs:CMC_SVA_cis	NA
ENSG00000161911	TREML1	Positional	NA
ENSG00000112195	TREML2	Positional;eQTLGen_cis_eQTLs	NA
ENSG00000184106	TREML3P	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood:GTEx/v8/Spleen	NA
ENSG00000188056	TREML4	Positional;eQTLcatalogue/CEDAR_monocyte_CD14:eQTLcatalogue/CEDAR_neutrophil_CD15:eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/GENCORD_ge_T-cell:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/TwinsUK_ge_blood:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BloodeQTL:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Spleen	NA
ENSG00000225690	TREML5P	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood:GTEx/v8/Spleen	NA
ENSG00000104228	TRIM35	Positional;eQTLcatalogue/BLUEPRINT_ge_neutrophil:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Whole_Blood	NA
ENSG00000108395	TRIM37	eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLGen_cis_eQTLs:GTEx/v8/Whole_Blood	NA
